ORDRE;uai_mail;bdd iMFR;num_bee_etablissements;RNE iMFR;uai_code_educnationale;;Mail;uai_mail;uai_code_region;uai_region;uai_code_departement;uai_departement;uai_libelle_administratif;uai_libelle_communication;uai_debut_validite;uai_fin_validite;uai_siteweb;uai_telephone;uai_mail;uai_fax;uai_ministere_principal;uai_secteur;uai_nature;uaiprive_orgaffiliation;uaiprive_typecontrat;uai_code_siret;uai_libelle_educnationale;uai_eleve;uai_etudiant;uai_adulte;uai_apprenti;uai_code_commume;uai_commune;adressepostale_ligne1;adressepostale_ligne2;adressepostale_ligne3;adressepostale_ligne4;adressepostale_ligne5;adressepostale_ligne6;adressegeographique_ligne1;adressegeographique_ligne2;adressegeographique_ligne3;adressegeographique_ligne4;adressegeographique_ligne5;adressegeographique_ligne6;uai_niveau;uainiveau1_codedger;uainiveau1_libelle_administratif;uainiveau2_codedger;uainiveau2_libelle_administratif;date_jeu_donnees;coord_wgs84_x;coord_wgs84_y;uai_id_cdn;uai_codedger;uai_type;anneesco_cdn;annee_scolaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;blangy;14_blangy;13845;0141903T;0141903T;;mfr.blangy@mfr.asso.fr;mfr.blangy;28;Normandie;14;Calvados;MFREO de Blangy le Château;CFA / M.F.R de BLANGY-LE-CHÂTEAU;1999-09-01;;http://mfrblangy.fr/;0231647239;mfr.blangy;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;32309642000019;MAISON FAMILIALE RURALE DE BLANGY LE CHÂTEAU;Oui;Non;Non;Non;14077;BLANGY LE CHATEAU;MFR DE BLANGY-LE-CHATEAU;;;11 ROUTE DU MESNIL;;14130 BLANGY LE CHATEAU;MFR DE BLANGY-LE-CHATEAU;;;11 ROUTE DU MESNIL;;14130 BLANGY LE CHATEAU;2;01402452;Association de la MFREO de Blangy le Château;;;2020-09-29;0.273729;49.246268;364;01400601;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Maltot;14_maltot;13840;0141872J;0141872J;;mfr.Maltot@mfr.asso.fr;mfr.Maltot;28;Normandie;14;Calvados;IREO 'La France' de Maltot;MFR Centre de Formation;1999-09-01;;www.maltot.mfr.fr;0231269498;mfr.Maltot;0231260812;Ministère en charge de l'Agriculture;Privé;IREO;UNMFREO;Rythme approprié par alternance;;MAISON FAMILIALE RURALE France DE MALTOT;Oui;Non;Non;Oui;14396;MALTOT;MFR CENTRE DE FORMATION;;;LA FRANCE;;14930 MALTOT;MFR CENTRE DE FORMATION;;;LA FRANCE;;14930 MALTOT;2;01402551;Association de l'IREO 'La France' de Maltot;;;2020-09-29;-0.410247;49.133567;365;01400769;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Saint-Desir;14_stdesir;13743;0142236E;0142236E;;mfr.Saint-Desir@mfr.asso.fr;mfr.Saint-Desir;28;Normandie;14;Calvados;MFREO de Saint Désir de Lisieux;MFREO de Saint Désir de Lisieux;1999-09-01;;;0231611458;mfr.Saint-Desir;0231611748;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;33515795400025;MAISON FAMILIALE RURALE DE ST DESIR DE LISIEUX;Oui;Non;Non;Oui;14574;SAINT DESIR;MFREO DE SAINT DESIR DE LISIEUX;LA POMMERAYE;;ROUTE DE DIVES;;14100 ST DESIR;MFREO DE SAINT DESIR DE LISIEUX;LA POMMERAYE;;ROUTE DE DIVES;;14100 ST DESIR;2;01402353;Association de la MFREO de St Désir de Lisieux;;;2020-09-29;0.186812;49.164729;363;01400502;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;vire;14_vire;13742;0142234C;0142234C;;mfr.vire@mfr.asso.fr;mfr.vire;28;Normandie;14;Calvados;MFREO de Vire  Montchamp;MFR La Florie;1999-09-01;;www.vire.mfr.fr;0231680105;mfr.vire;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;;MAISON FAMILIALE RURALE DE VIRE MONTCHAMP;Oui;Non;Non;Non;14762;VIRE NORMANDIE;MFR LA FLORIE;LA FLORIE;;ROUTE DE PONT FARCY;VIRE;14500 VIRE NORMANDIE;MFR LA FLORIE;LA FLORIE;;ROUTE DE PONT FARCY;VIRE;14500 VIRE NORMANDIE;2;01402254;Association de la MFREO de Vire-Montchamp;;;2020-09-29;-0.928059;48.837398;362;01400403;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;marcoles;15_marcoles;15909;0150672Z;0150672Z;;mfr.marcoles@mfr.asso.fr;mfr.marcoles;84;Auvergne-Rhône-Alpes;15;Cantal;MFREO de Marcoles à St Mamet La Savetat;MFREO de Marcoles à St Mamet La Savetat;1999-09-01;;mfreo-marcoles.com;0471647229;mfr.marcoles;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;33495719800016;MAISON FAMILIALE RURALE DE MARCOLES - ST MAMMET;Oui;Non;Non;Non;15117;MARCOLES;MFREO DE MARCOLES A ST MAMET LA SAVETA;;;3 FAUBOURG HAUT;;15220 MARCOLES;MFREO DE MARCOLES A ST MAMET LA SAVETA;;;3 FAUBOURG HAUT;;15220 MARCOLES;2;01502220;Association de la MFREO de Marcoles à St Mamet;;;2020-09-29;2.351352;44.781272;95;01500636;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;mauriac;15_mauriac;15908;0150668V;0150668V;;mfr.mauriac@mfr.asso.fr;mfr.mauriac;84;Auvergne-Rhône-Alpes;15;Cantal;MFR Crouzit Haut de Mauriac;MFR Crouzit Haut de Mauriac;1999-09-01;;mfrmauriac.net;0471680723;mfr.mauriac;0471682341;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77909280800012;MAISON FAMILIALE RURALE CROUZIT HAUT DE MAURIAC;Oui;Non;Non;Non;15120;MAURIAC;MFR CROUZIT HAUT DE MAURIAC;;;RUE ALPHONSE LONGAYROUX;35 CROUZIT HAUT;15200 MAURIAC;MFR CROUZIT HAUT DE MAURIAC;;;RUE ALPHONSE LONGAYROUX;;15200 MAURIAC;2;01502121;Association de la MFR Crouzit Haut de Mauriac;;;2020-09-29;2.285514;45.223585;94;01500537;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;saint-flour;15_stflour;15917;0150688S;0150688S;;mfr.saint-flour@mfr.asso.fr;mfr.saint-flour;84;Auvergne-Rhône-Alpes;15;Cantal;MFR de Saint Flour;MAISON FAMILIALE RURALE - CENTRE DE FORMATION;1999-09-01;;http://www.mfr-saint-flour.fr;0471600762;mfr.saint-flour;0471609391;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77910548500014;MAISON FAMILIALE RURALE DE ST FLOUR;Oui;Non;Non;Non;15187;SAINT FLOUR;MFR DE SAINT FLOUR;CENTRE DE FORMATION;;10 ROUTE DE MASSALES;;15100 ST FLOUR;MFR DE SAINT FLOUR;CENTRE DE FORMATION;;10 ROUTE DE MASSALES;;15100 ST FLOUR;2;01502022;Association de la MFR de St Flour;;;2020-09-29;3.09558;45.038714;93;01500438;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Jarnac;16_jarnac;43068;0161000A;0161000A;;mfr.Jarnac@mfr.asso.fr;mfr.Jarnac;75;Nouvelle-Aquitaine;16;Charente;MFREO de Jarnac;Maison Familiale et Rurale de JARNAC;1999-09-01;;www.jarnac.mfr.fr;0545353764;mfr.Jarnac;0545353507;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;33778063900023;MAISON FAMILIALE RURALE DE JARNAC;Oui;Non;Non;Oui;16167;JARNAC;MAISON FAMILIALE ET RURALE DE JARNAC;;;12 RUE ERNEST MERLIN;;16200 JARNAC;MAISON FAMILIALE ET RURALE DE JARNAC;;;12 RUE ERNEST MERLIN;;16200 JARNAC;2;01602255;Association de la MFREO de Jarnac;;;2020-09-29;-0.174513;45.682779;534;01600602;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;la-peruse;16_laperuse;43067;0160999Z;0160999Z;;mfr.la-peruse@mfr.asso.fr;mfr.la-peruse;75;Nouvelle-Aquitaine;16;Charente;MFREO de Haute Charente à La Péruse;Maison Familiale et Rurale La Péruse;2002-09-01;;www.laperuse.mfr.fr;0545711183;mfr.la-peruse;0545711148;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78123152700016;MAISON FAMILIALE RURALE DE HAUTE CHARENTE - LA PERUSE;Oui;Non;Non;Non;16259;LA PERUSE;MAISON FAMILIALE ET RURALE LA PERUSE;;;5 ROUTE DE LOUBERT;;16270 LA PERUSE;MAISON FAMILIALE ET RURALE LA PERUSE;;;5 ROUTE DE LOUBERT;;16270 LA PERUSE;2;01601958;Association MFREO de Haute Charente à La Péruse;;;2020-09-29;0.613939696744607;45.8833266114622;531;01600305;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;richemont;16_richemont;43069;0161002C;0161002C;;mfr.richemont@mfr.asso.fr;mfr.richemont;75;Nouvelle-Aquitaine;16;Charente;MFREO des Charentes à Richemont;MFR des Charentes;2002-09-01;;www.institut-richemont.fr;0545831649;mfr.richemont;0545831730;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78119478200012;MAISON FAMILIALE RURALE DE CHERVES RICHEMONT;Oui;Non;Non;Oui;16097;CHERVES RICHEMONT;MFR DES CHARENTES;;;12 ROUTE DE L ANCIEN SEMINAIRE;RICHEMONT;16370 CHERVES RICHEMONT;MFR DES CHARENTES;;;12 ROUTE DE L ANCIEN SEMINAIRE;RICHEMONT;16370 CHERVES RICHEMONT;2;01602453;Association de la MFREO des Charentes à Richemont;;;2020-09-29;-0.361577;45.719683;536;01600869;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;st-projet;16_stprojet;43058;0161043X;0161043X;;mfr.st-projet@mfr.asso.fr;mfr.st-projet;75;Nouvelle-Aquitaine;16;Charente;MFREO de Saint Projet - Saint Constant;Maison Familiale et Rurale Saint-Projet;1999-09-01;;www.st-projet16.mfr.fr;0545620033;mfr.st-projet;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78125674800026;MAISON FAMILIALE RURALE DE ST PROJET - ST CONSTANT;Oui;Non;Non;Non;16281;LA ROCHEFOUCAULD EN ANGOUMOIS;MAISON FAMILIALE ET RURALE SAINT-PROJE;RUE DE LA BELLONE;;CHEMIN DE LA CARTE;ST PROJET ST CONSTANT;16110 LA ROCHEFOUCAULD EN ANGOUMOIS;MAISON FAMILIALE ET RURALE SAINT-PROJE;RUE DE LA BELLONE;;CHEMIN DE LA CARTE;ST PROJET ST CONSTANT;16110 LA ROCHEFOUCAULD EN ANGOUMOIS;2;01602156;Association de la MFREO de St Projet - St Constant;;;2020-09-29;0.357429;45.739739;533;01600503;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;sud-charente;16_sudcharente;43057;0161042W;0161042W;;mfr.sud-charente@mfr.asso.fr;mfr.sud-charente;75;Nouvelle-Aquitaine;16;Charente;MFR Sud Charente à Montmoreau;Maison Familiale et Rurale Sud Charente;1999-09-01;;www.sudcharente.mfr.fr;0545640283;mfr.sud-charente;0545679509;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78118129200025;MAISON FAMILIALE RURALE SUD CHARENTE - PUYREGOUX;Oui;Non;Non;Oui;16230;MONTMOREAU;MAISON FAMILIALE ET RURALE SUD CHARENT;;;ANCIENNE ABBAYE ST GILLES;AIGNES ET PUYPEROUX;16190 MONTMOREAU;MAISON FAMILIALE ET RURALE SUD CHARENT;;;ANCIENNE ABBAYE ST GILLES;AIGNES ET PUYPEROUX;16190 MONTMOREAU;2;01602057;Association de la MFR Sud Charente à Montmoreau;;;2020-09-29;0.144353;45.45081;532;01600404;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;triac-lautrait;16_triac;43196;0160755J;0160755J;;mfr.triac-lautrait@mfr.asso.fr;mfr.triac-lautrait;75;Nouvelle-Aquitaine;16;Charente;MFREO de Triac Lautrait;Maison Familiale et Rurale de Triac Lautrait;1999-09-01;;www.mfrtriac-lautrait.fr;0545353771;mfr.triac-lautrait;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;33778074600018;MAISON FAMILIALE RURALE DE TRIAC LAUTRAIT;Oui;Non;Non;Non;16387;TRIAC LAUTRAIT;MAISON FAMILIALE ET RURALE DE TRIAC LA;LAUTRAIT;;16 ROUTE DE COGNAC;;16200 TRIAC LAUTRAIT;MAISON FAMILIALE ET RURALE DE TRIAC LA;LAUTRAIT;;16 ROUTE DE COGNAC;;16200 TRIAC LAUTRAIT;2;01602354;Association de la MFREO de Triac Lautrait;;;2020-09-29;-0.128763;45.690492;535;01600701;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;chevanceaux.foret;17_chevanceaux;42570;0171318R;0171318R;;mfr.chevanceaux.foret@mfr.asso.fr;mfr.chevanceaux.foret;75;Nouvelle-Aquitaine;17;Charente-Maritime;MFREO Ecole Forestière de Chevanceaux;Maison Familiale Rurale de Chevanceaux;1999-09-01;;http://mfr-foret-environnement.fr;0546492135;mfr.chevanceaux.foret;;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78131244200028;MAISON FAMILIALE RURALE DE CHEVANCEAUX - FORETS;Oui;Non;Non;Oui;17104;CHEVANCEAUX;MAISON FAMILIALE RURALE DE CHEVANCEAUX;;;74 AVENUE DE PARIS;;17210 CHEVANCEAUX;MAISON FAMILIALE RURALE DE CHEVANCEAUX;;;74 AVENUE DE PARIS;;17210 CHEVANCEAUX;2;01703211;Association MFREO Ecole Forestière de Chevanceaux;;;2020-09-29;-0.23326;45.302994;538;01700241;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Chevanceaux.Services;17_chevanceauxservices;42569;0171293N;0171293N;;mfr.Chevanceaux.Services@mfr.asso.fr;mfr.Chevanceaux.Services;75;Nouvelle-Aquitaine;17;Charente-Maritime;MFREO Chevanceaux Services;Maison Familiale Secteur Services;2003-09-01;;www.chevanceauxservices.mfr.fr;0546046053;mfr.Chevanceaux.Services;0546045507;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78128494800028;MAISON FAMILIALE RURALE DE CHEVANCEAUX - SERVICES;Oui;Non;Non;Non;17104;CHEVANCEAUX;MAISON FAMILIALE SECTEUR SERVICES;;;LE PAVE;;17210 CHEVANCEAUX;MAISON FAMILIALE SECTEUR SERVICES;;;LE PAVE;;17210 CHEVANCEAUX;2;01703508;Association de la MFREO de Chevanceaux Services;;;2020-09-29;-0.236249;45.300359;5000000002984;01704765;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;cravans;17_cravans;42568;0171292M;0171292M;;mfr.cravans@mfr.asso.fr;mfr.cravans;75;Nouvelle-Aquitaine;17;Charente-Maritime;MFREO de Cravans;Maison Familiale et Rurale de Cravans;1999-09-01;;www.mfr-cravans.fr;0546950808;mfr.cravans;0546900502;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78128906100017;MAISON FAMILIALE RURALE DE CRAVANS;Oui;Non;Non;Non;17133;CRAVANS;MAISON FAMILIALE ET RURALE DE CRAVANS;;;34 RUE DU MOULIN NEUF;;17260 CRAVANS;MAISON FAMILIALE ET RURALE DE CRAVANS;;;34 RUE DU MOULIN NEUF;;17260 CRAVANS;2;01703706;Association de la MFREO de Cravans;;;2020-09-29;-0.712099179934165;45.6027527171192;543;01700736;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;matha;17_matha;42565;0171289J;0171289J;;mfr.matha@mfr.asso.fr;mfr.matha;75;Nouvelle-Aquitaine;17;Charente-Maritime;MFREO de Matha;Maison Familiale et Rurale de Matha;1999-09-01;;www.mfrmatha.fr;0546585833;mfr.matha;0546587804;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78130875400014;MAISON FAMILIALE RURALE DE MATHA;Oui;Non;Non;Non;17224;MATHA;MAISON FAMILIALE ET RURALE DE MATHA;;;3 AVENUE PAUL MONMOINE;;17160 MATHA;MAISON FAMILIALE ET RURALE DE MATHA;;;3 AVENUE PAUL MONMOINE;;17160 MATHA;2;01703310;Association de la MFREO de Matha;;;2020-09-29;-0.322792146833641;45.8667919597972;539;01700340;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;pont-abbe-arnoult;17_pontlabbe;42561;0171338M;0171338M;;mfr.pont-abbe-arnoult@mfr.asso.fr;mfr.pont-abbe-arnoult;75;Nouvelle-Aquitaine;17;Charente-Maritime;MFREO de Pont l'Abbé d'Arnoult;Maison Familiale et Rurale de Pont l'Abbe d'Amoult;1999-09-01;;www.pontlabbedarnoult.mfr.fr;0546970009;mfr.pont-abbe-arnoult;0546971320;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78132004900013;MAISON FAMILIALE RURALE DE PONT L'ABBE;Oui;Non;Non;Non;17284;PONT L ABBE D ARNOULT;MAISON FAMILIALE ET RURALE DE PONT L A;;;6 RUE CLAIRE PERTUS;BP 30024;17250 PONT L ABBE D ARNOULT;MAISON FAMILIALE ET RURALE DE PONT L A;;;6 RUE  CLAIRE PERTUS;;17250 PONT L ABBE D ARNOULT;2;01703805;Association de la MFREO de Pont l'Abbé d'Arnoult;;;2020-09-29;-0.875595;45.828973;544;01700835;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;St-Denis-du-Pin;17_stdenisdupin;42566;0171290K;0171290K;;mfr.St-Denis-du-Pin@mfr.asso.fr;mfr.St-Denis-du-Pin;75;Nouvelle-Aquitaine;17;Charente-Maritime;MFREO de Saint Denis du Pin;Maison Familiale et Rurale de Saint-Denis du pin;1999-09-01;;www.saintdenisdupin@mfr.fr;0546321616;mfr.St-Denis-du-Pin;0546327071;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78131825800014;MAISON FAMILIALE RURALE DE ST DENIS DU PIN;Oui;Non;Non;Non;17277;ESSOUVERT;MAISON FAMILIALE ET RURALE;LA JALLET;;29 RUE DES TILLEULS;ST DENIS DU PIN;17400 ESSOUVERT;MAISON FAMILIALE ET RURALE;LA JALLET;;29 RUE DES TILLEULS;LA BENATE;17400 ESSOUVERT;2;01703409;Association de la MFREO de Saint Denis du Pin;;;2020-09-29;-0.514031;45.976024;540;01700439;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;st-genis;17_stgenis;41675;0171552V;0171552V;;mfr.st-genis@mfr.asso.fr;mfr.st-genis;75;Nouvelle-Aquitaine;17;Charente-Maritime;MFREO de l'Aunis et de la Saintonge à Saint Genis;MFREO de la Saintonge et de l'Aunis;2003-09-01;;www.mfr-stgenis.fr;0546498462;mfr.st-genis;0546490058;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78135632400017;MAISON FAMILIALE RURALE DE L'AUNIS ST GENIS;Oui;Non;Non;Oui;17331;SAINT GENIS DE SAINTONGE;MFREO DE LA SAINTONGE ET DE L AUNIS;;;15 AVENUE DE SAINTES;;17240 ST GENIS DE SAINTONGE;MFREO DE LA SAINTONGE ET DE L AUNIS;;;15 AVENUE DE SAINTES;;17240 ST GENIS DE SAINTONGE;2;01704201;Association de la MFREO de l'Aunis et de Saintonge;;;2020-09-29;-0.567445;45.483111;5000000002978;01704369;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;St-Germain-Marencennes;17_stgermaindemarencennes;42567;0171291L;0171291L;;mfr.St-Germain-Marencennes@mfr.asso.fr;mfr.St-Germain-Marencennes;75;Nouvelle-Aquitaine;17;Charente-Maritime;MFREO de Saint Germain de Marencennes;MFREO de Saint Germain de Marencennes;1999-09-01;;stgermain.mfr.fr;0546071001;mfr.St-Germain-Marencennes;0546072925;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;78136153000012;MAISON FAMILIALE RURALE DE ST GERMAIN;Oui;Non;Non;Oui;17340;SAINT PIERRE LA NOUE;MFREO DE SAINT GERMAIN DE MARENCENNES;;;2 RUE DE ROIFFE;ST GERMAIN DE MARENCENNES;17700 ST PIERRE LA NOUE;MFREO DE SAINT GERMAIN DE MARENCENNES;;;2 RUE DE ROIFFE;ST GERMAIN DE MARENCENNES;17700 ST PIERRE LA NOUE;2;01703607;Association de la MFREO St Germain de Marencennes;;;2020-09-29;-0.796052;46.077292;542;01700637;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Agencourt;21_agencourt;18590;0211578B;0211578B;;mfr.Agencourt@mfr.asso.fr;mfr.Agencourt;27;Bourgogne-Franche-Comté;21;Côte-d'Or;MFREO d'Agencourt;MFREO d'Agencourt;1999-09-01;;http://www.mfra.info;0380610214;mfr.Agencourt;0380613167;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77815852700011;MAISON FAMILIALE RURALE D'AGENCOURT;Oui;Non;Non;Non;21001;AGENCOURT;MFREO D AGENCOURT;;;4 RUE DU LAVOIR;;21700 AGENCOURT;MFREO D AGENCOURT;;;4 RUE DU LAVOIR;;21700 AGENCOURT;2;02103609;Association de la MFREO d'Agencourt;;;2020-09-29;4.97435255513105;47.1278400072752;108;02100441;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;baigneux;21_baigneux;18598;0211529Y;0211529Y;;mfr.baigneux@mfr.asso.fr;mfr.baigneux;27;Bourgogne-Franche-Comté;21;Côte-d'Or;MFREO de Baigneux-les-Juifs;MFREO de Baigneux-les-Juifs;1999-09-01;;www.mfrbaigneux.com;0380965089;mfr.baigneux;0380965288;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77816355000016;MAISON FAMILIALE RURALE DE BAIGNEUX LES JUIFS;Oui;Non;Non;Non;21043;BAIGNEUX LES JUIFS;MFREO DE BAIGNEUX-LES-JUIFS;;;RUE DES HALLES;;21450 BAIGNEUX LES JUIFS;MFREO DE BAIGNEUX-LES-JUIFS;;;RUE DES HALLES;;21450 BAIGNEUX LES JUIFS;2;02103708;Association de la MFREO de Baigneux les Juifs;;;2020-09-29;4.65033767089464;47.6001984732208;109;02100540;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;grandchamp;21_grandchamp ruffey;18589;0211575Y;0211575Y;;mfr.grandchamp@mfr.asso.fr;mfr.grandchamp;27;Bourgogne-Franche-Comté;21;Côte-d'Or;MFREO de Grandchamp à Ruffey les Beaune;Maison Familiale de Grandchamp;1999-09-01;;http://mfr.grandchamp.free.fr;0380266144;mfr.grandchamp;0380265221;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77824817900013;MAISON FAMILIALE RURALE DE RUFFEY LES BEAUNE;Oui;Non;Oui;Non;21534;RUFFEY LES BEAUNE;MAISON FAMILIALE DE GRANDCHAMP;;;5 RUE DE LA CORVEE DE MAILLY;;21200 RUFFEY LES BEAUNE;MAISON FAMILIALE DE GRANDCHAMP;;;5 RUE DE LA CORVEE DE MAILLY;;21200 RUFFEY LES BEAUNE;2;02104005;Association MFREO Grandchamp à Ruffey les Beaune;;;2020-09-29;4.93116656378549;47.0092600853326;112;02100837;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Liernais;21_liernais;18600;0211531A;0211531A;;mfr.Liernais@mfr.asso.fr;mfr.Liernais;27;Bourgogne-Franche-Comté;21;Côte-d'Or;MFREO de Liernais;Maison Familiale et Rurale de LIERNAIS;1999-09-01;;http://www.mfrliernais.fr;0380844160;mfr.Liernais;0380844649;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;33465213800010;MAISON FAMILIALE RURALE DE LIERNAIS;Oui;Non;Non;Oui;21349;LIERNAIS;MAISON FAMILIALE ET RURALE DE LIERNAIS;;;PETITE RUE DU CROT;;21430 LIERNAIS;MAISON FAMILIALE ET RURALE DE LIERNAIS;;;PETITE RUE DU CROT;;21430 LIERNAIS;2;02103906;Association de la MFREO de Liernais;;;2020-09-29;4.281097;47.205163;111;02100738;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;quetigny;21_quetigny;18599;0211530Z;0211530Z;;mfr.quetigny@mfr.asso.fr;mfr.quetigny;27;Bourgogne-Franche-Comté;21;Côte-d'Or;MFREO de Quétigny;MFREO de Quétigny;1999-09-01;;mfr.quetigny.free.fr;0380463549;mfr.quetigny;0380468260;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77824598500024;MAISON FAMILIALE RURALE DE QUETIGNY;Oui;Non;Oui;Non;21515;QUETIGNY;MFREO DE QUETIGNY;;;33 BOULEVARD DE BELLEVUE;BP 50046;21802 QUETIGNY CEDEX;MFREO DE QUETIGNY;;;33 BOULEVARD DE BELLEVUE;;21800 QUETIGNY;2;02103807;Association de la MFREO de Quétigny;;;2020-09-29;5.11735646632146;47.3150726268803;110;02100639;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Semur;21_semur;18591;0211579C;0211579C;;mfr.Semur@mfr.asso.fr;mfr.Semur;27;Bourgogne-Franche-Comté;21;Côte-d'Or;MFREO de Semur en Auxois;MFREO de Semur en Auxois;1999-09-01;;www.formations-canines.com;0380970708;mfr.Semur;0380973911;Ministère en charge de l'Agriculture;Privé;MFREO;UNMFREO;Rythme approprié par alternance;77825876400019;MAISON FAMILIALE RURALE DE SEMUR EN AUXOIS;Oui;Non;Oui;Non;21603;SEMUR EN AUXOIS;MFREO DE SEMUR EN AUXOIS;;;10 RUE DU COUVENT;BP 67;21140 SEMUR EN AUXOIS;MFREO DE SEMUR EN AUXOIS;;;10 RUE DU COUVENT;;21140 SEMUR EN AUXOIS;2;02103510;Association de la MFREO de Semur en Auxois;;;2020-09-29;4.3324111209331;47.4936057442693;107;02100342;Etablissement d'enseignement;24;2020-2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
