code_gestion;numero_uai;mel;denomination_principale_uai;patronyme_uai;adresse_uai;code_postal_uai;localite_acheminement_uai;numero_telephone_uai;mel_uai;enquete;nature_uai;specificite_uai;nouveau;numero_siren_siret_uai
a02;0133597P;cfa.sud-est@inhni.com;CTR DE FORMATION D APPRENTIS;PROPRETE ENVIR HYGIENE LOCAUX;43 RUE JOLIOT-CURIE;13013;MARSEILLE;0491118000;cfa.sud-est@inhni.com;1;600;;present_enquete_sifa;32187778900149
a02;0133622S;cfa@futurosud.org;CTR DE FORMATION D APPRENTIS;FUTUR O SUD;7 rue de la République;13002;MARSEILLE;0496115640;cfa@futurosud.org;1;600;;present_enquete_sifa;41430913800025
a02;0133645S;claire.aulner@poleformation-tp.fr;CTR DE FORMATION D APPRENTIS;TRAVAUX PUBLICS PACA (TP PACA);ROUTE NATIONALE 7;13370;MALLEMORT;0490594205;info@poleformation-tp.fr;1;600;;present_enquete_sifa;44008455600016
a02;0133690R;c.ernandez@giapats.fr;CTR FORMATION APPRENTIS SANSOC;METIERS DU SOCIAL (GIAPATS);41 rue LA CANEBIERE;13001;MARSEILLE;0491246110;cfa.social@giapats.fr;1;600;;present_enquete_sifa;37891162200017
a02;0133864E;cfarfa@formationmetier.fr;CTR DE FORMATION D APPRENTIS;FORMATION ADAPTEE (CFAR FA);4 avenue DE LATTRE de TASSIGNY;13100;AIX EN PROVENCE;0491181494;cfamfa@formationmetier.fr;1;600;;present_enquete_sifa;77555830700069
a02;0133927Y;bruno.gehant@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BTP ARLES;Chemin DE SEVERIN;13633;ARLES CEDEX;0490978279;mchristine.cochard@ccca-btp.fr;1;600;;present_enquete_sifa;78285946600065
a02;0133929A;ce.0133929a@ac-aix-marseille.fr;CTR DE FORMATION D APPRENTIS;REGIONAL DE L'ACADEMIE D'AIX-M;860 rue RENE DESCARTES;13085;AIX EN PROVENCE CEDEX 2;0442904115;ce.cfaip@ac-aix-marseille.fr;1;600;;present_enquete_sifa;18133713000031
a02;0133963M;contact@cfamedd.fr;CTR DE FORMATION D APPRENTIS;METIER DEVELOP. DURABLE( MEDD);AVENUE LOUIS PHILIBERT;13100;AIX EN PROVENCE;0442611729;contact@irfedd.fr;1;600;;present_enquete_sifa;45067577200039
a02;0134088Y;gmm@ac-aix-marseille.fr;GRETA MARSEILLE MEDITERRANÉE;LYC JEAN PERRIN;74  RUE VERDILLON;13010;MARSEILLE;0491742930;;;710;;nouveau;19130053200022
a02;0134105S;contact@cfa-spectacle.com;CTR DE FORMATION D APPRENTIS;DES METIERS DU SPECTACLE;41  RUE JOBIN;13003;MARSEILLE;0488601175;contact@cfa-spectacle.com;1;600;;present_enquete_sifa;80752458200010
a02;0134179X;j.prevost@cirfap.com;CENTRE DE FORMATION D'APPRENTI;REGIONAL DE LA PLASTURGIE;16 place du Général de Gaulle;13243;MARSEILLE CEDEX 01;0442691393;;1;600;;present_enquete_sifa;
a02;0134278E;;ORGANISME DE FORMATION CFA;IPSEQ;5 A rue du chalet;13008;MARSEILLE;0491786002;contact@ipseq.fr;;605;;nouveau;45033578100024
a02;0134280G;;ORGANISME DE FORMATION CFA;SARL GROUPE SOMEFORM;88 avenue jean Monnet;13127;VITROLLES;0442418810;anne@somaform.fr;;605;;nouveau;47883804800054
a02;0134281H;;LUDORIUM;LUDORIUM;4 boulevard du Maréchal Juin;13004;MARSEILLE;0674828245;ludorium.sasu@gmail.com;;605;;nouveau;81113876700025
a02;0134288R;thierrydenoyer@codevformation.fr;CODEV;CODEV;298 avenue du club hippique;13080;AIX EN PROVENCE;0962614443;contact@codevformation.fr;;605;;nouveau;83486365600015
a02;0134289S;secretariat@triphaseformations.com;TRIPHASE FORMATIONS;TRIPHASE FORMATIONS;155 avenue du prado;13008;MARSEILLE;0491471889;info@triphaseformations.com;;605;;nouveau;52752914300036
a02;0134290T;ckaigre@emd-management.fr;EMD;ENTREPRENDRE MANAGER DÉVELOPPE;3 rue joseph Biaggi;13003;MARSEILLE;0491260020;xpalou@emd.fr;;605;;nouveau;30515452800049
a02;0134291U;;MAOR;SARL MAOR FORMATIONS;112 boulevard Barry;13013;MARSEILLE;0615949344;joseph.bitoun@jloubavitch.com;;605;;nouveau;85246445200014
a02;0134293W;;ORGANISME DE FORMATION CFA;AVENIR SERVICES FORMATIONS ELY;6 allée des banquiers;13080;AIX EN PROVENCE;0442244903;fregis@elythe.com;;605;;nouveau;42037863000024
a02;0134294X;;CFA PROVENCE FORMATION;CFA PROVENCE FORMATION DES MÉT;38 rue Roux de brignoles;13006;MARSEILLE;0491533630;gilles.crespin@provence-formation.com;;605;;nouveau;78291199400112
a02;0134295Y;merradi@fdm-groupe.fr;FDM BUSINESS SCHOOL FORMATION;FDM GROUPE;7 avenue  José Nobre;13117;MARTIGUES;0442436138;fdmconsultants@aol.com;;605;;nouveau;50801210100012
a02;0134296Z;b.dubois@profilmanager.fr;PROFIL MANAGER;PROFIL MANAGER;1161 avenue Jean Monnet;13127;VITROLLES;0442793886;s.dubois@profilmanager.fr;;605;;nouveau;48881332000022
a02;0134297A;;FEDERATION COMPAGNONNIQUE REGI;FCR DE MARSEILLE;7 boulevard pons;13014;MARSEILLE;0491025720;marseille.direction@compagnonsdutourdefrance.org;;605;;nouveau;78296445600019
a02;0134299C;;SARL ALTERNANCE EXXECC;ALTERNANCE EXXECC;20 rue Jean Mermoz;13008;MARSEILLE;0491025056;p.castelbon@alternance-exxecc.fr;;605;;nouveau;50208449400017
a02;0134300D;gpaul@nge.fr;SARL PLATE FORME;PLATE FORME;Parc activités de Laurade;13150;TARASCON;0490915990;accueilplateforme@nge.fr;;605;;nouveau;44364273100014
a02;0134301E;s.dugue@peyrefitte.com;SUSINI ESTHETIQUE - GROUPE PEY;SAS SEC;384 avenue du club hippique;13080;AIX EN PROVENCE;0442204220;infos@peyrefitte.com;;605;;nouveau;81261582100012
a02;0134302F;;INSTITUT DE FORMATION EN COMME;IFCO;24 avenue du prado;13006;MARSEILLE;0981941035;contact@ifco-marseille.com;;605;;nouveau;49155472100028
a02;0134303G;dominique.godard@lecnam.net;CONSERVATOIRE NATIONAL DES ART;CNAM PACA;12 place des Abattoirs;13015;MARSEILLE;0496161035;marseille@cnam-paca.fr;;605;;nouveau;43964416200034
a02;0134304H;;WIKI LEARN FORMATION;W.L.F;176 cours lieutaud;13006;MARSEILLE;0491475524;wikilearn.direction@gmail.com;;605;;nouveau;80419289600012
a02;0134305J;;ALTERNANCE AZUR;ALTERNANCE AZUR;130 rue FREDERIC JOLIOT;13080;AIX EN PROVENCE;0442693805;l.honore@alternance-azur.com;;605;;nouveau;49301662000053
a02;0134306K;;INSTITUT NATIONAL D'ETUDES À D;I.N.E.A.D;39 avenue Denis Padovani;13127;VITROLLES;0988776066;a.nsono@inead.fr;;605;;nouveau;48874104200011
a02;0134307L;;INSTITUT DE LA VIGNE ET DU VIN;IFCO PARIS;24 avenue du prado;13006;MARSEILLE;;contact@ifco-paris.com;;605;;nouveau;75040204200014
a02;0134308M;;ECOLE DES SCIENCES ET TECHNIQU;ESTC;19 rue ESPERANDIEU;13001;MARSEILLE;0491621584;y.taxil@estc.fr;;605;;nouveau;45103597600021
a02;0134309N;;INSTITUT DE FORMATION TERTIAIR;IFTE AIX;2 rue MAHATMA GANDI;13080;AIX EN PROVENCE;0442900767;aix@iftesud.fr;;605;;nouveau;49163385500011
a02;0134310P;;ACOPAD;ACOPAD;6 rue du jeune anarcharcis;13001;MARSEILLE;0491334590;g.abbassi@acopad.tm.fr;;605;;nouveau;78288385400120
a05;0141300M;slailler@cmai-calvados-orne.fr;CTR DE FORMATION D APPRENTIS;CIFAC;2  RUE CLAUDE BLOCH;14077;CAEN CEDEX 5;0231532530;;1;600;;present_enquete_sifa;
a05;0141601P;nathalie.braud@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BATIMENT JEAN HOCHET;14  RUE DE LA COTONNIERE;14000;CAEN;0231291050;;1;600;;present_enquete_sifa;
a05;0141815X;rcosse@caen.cci.fr;CTR DE FORMATION D APPRENTIS;ICEP;8  RUE CLAUDE BLOCH;14053;CAEN CEDEX 4;0231467552;;1;600;;present_enquete_sifa;
d28;0141872J;sophie.theunynck@mfr.asso.fr;MAISON FAMILIALE RURALE;France DE MALTOT;;14930;MALTOT;0231269498;;;380;;nouveau;
a05;0141879S;;GROUPT ETAB FORMATION CONTINUE;DU CALVADOS;77 rue EUSTACHE RESTOUT;14020;CAEN CEDEX 3;0231477200;ce.0140014p@ac-caen.fr;;710;;nouveau;19140014200045
d28;0141902S;didier.potier@mfr.asso.fr;MAISON FAMILIALE RURALE;DE BALLEROY;8  RUE DES FORGES;14490;BALLEROY SUR DROME;0231216848;;;380;APP;nouveau;
d28;0141904U;patrick.pruvost@mfr.asso.fr;MAISON FAMILIALE RURALE;DES MOUTIER EN CINGLAIS;CHÂTEAU DE LA BAGOTIERE;14220;LES MOUTIERS EN CINGLAIS;0231279494;;;380;;nouveau;
d28;0141941J;nadine.vaini@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;LGT ROBILLARD LIEURY L'ODON;LIEU-DIT LE ROBILLARD;14170;ST PIERRE EN AUGE;0231207022;;1;600;;present_enquete_sifa;
a05;0142106N;vmarie@fibn.fr;CTR DE FORMATION D APPRENTIS;CFAI;12  RUE PR ROUSSELOT;14053;CAEN CEDEX 4;0231467711;;1;600;;present_enquete_sifa;
d28;0142180U;lydie.guezet@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;LPA VIRE;;14500;VIRE NORMANDIE;0231680136;;1;600;;present_enquete_sifa;
a05;0142220M;fabienne.barbier-martinez@aftral.com;CTR DE FORMATION D APPRENTIS;TRANSPORT LOGISTIQUE - AFTRAL;6 rue de la cotonnière;14000;CAEN;0231461900;;1;600;;present_enquete_sifa;
a05;0142248T;;ECOLE SUPERIEURE DES SERVICES;E2SE CAEN;4 rue des mouettes;14000;CAEN;0231533030;;;400;AP1;nouveau;
a05;0142269R;developpement@cfapss-normandie.com;CTR FORM. APPRENTIS SAN ET SOC;SAN. ET SOC. BASSE-NORMANDIE;1 IMPASSE DES ORMES;14200;HEROUVILLE ST CLAIR;0231544200;;1;600;;present_enquete_sifa;
d28;0142270S;marie-line.luang@mfr.asso.fr;CTR FORMATION APPRENTIS AGRIC;M.F.R. DE BASSE-NORMANDIE;;14209;HEROUVILLE ST CLAIR CEDEX;0231535520;;0;600;;present_non_enquete_sifa;
a05;0142273V;christophe.simon@esitc-caen.fr;CTR DE FORMATIONS D APPRENTIS;ESITC;1 rue Pierre et Marie Curie;14610;EPRON;0231462307;contact@esitc-caen.fr;1;600;;present_enquete_sifa;
a05;0142321X;;ECOLE PRIVE SUP HORS CONTRAT;AIFCC;7  RUE PROFESSEUR ROUSSELOT;14005;CAEN CEDEX 1;0231443211;;;400;AP1;nouveau;
a05;0142368Y;catherine.credeville@unicaen.fr;CTR DE FORMATION D APPRENTIS;PUB ENSEIGNEMENT SUPERIEUR CAE;Esplanade de la Paix;14032;CAEN CEDEX 5;;;1;600;;present_enquete_sifa;19141408500016
a05;0142380L;;CTR DE FORMATION D APPRENTIS;DE L'ARTISANAT DU CALVADOS;2  RUE CLAUDE BLOCH;14077;CAEN CEDEX 5;;;1;600;;present_enquete_sifa;
a05;0142390X;sportanimation@cfa-bn.fr;CTR DE FORMATION D APPRENTIS;SPORT ANIMATION TOURISME NORMA;2 bis route d'Aunay sur Odon;14111;LOUVIGNY;;;1;600;;present_enquete_sifa;
a05;0142399G;;CTR DE FORMATION D APPRENTIS;AGEFA PME BASSE-NORMANDIE;31 BOULEVARD DE L'ESPÉRANCE;14123;CORMELLES LE ROYAL;;;1;600;;present_enquete_sifa;
a05;0142400H;direction.giel@fr.oleane.com;CTR DE FORMATION D APPRENTIS;DON BOSCO;535 boulevard de la Paix;14200;HEROUVILLE ST CLAIR;;sgurec@urecbn.org;1;600;;present_enquete_sifa;
d28;0142418C;valerie.davignon@mfr.asso.fr;CTR FORMATION APPRENTIS AGRIC;DES MFR DE NORMANDIE;1 rue d'Hermita;14200;HEROUVILLE ST CLAIR;;;1;600;;present_enquete_sifa;
a05;0142433U;;ORGANISME FORMATION-CFA;CENTRE DE PLEINE NATURE LIONEL;Aire le viaduc;14570;CLECY;0231697282;formation@centredepleinenature.com;;605;;nouveau;32218695800011
a05;0142434V;;ORGANISME FORMATION-CFA;IFSGO INST. FORM GRAND OUEST C;1 rue Léopold Sédar Senghor;14460;COLOMBELLES;0231703381;beatrice.toublanc@ifsgo.com;;605;;nouveau;49047401200021
a05;0142435W;;ORGANISME FORMATION-CFA;CAEN TRAINING LOUVIGNY;2 bis route d'Aunay-sur-Odon;14111;LOUVIGNY;0231917655;sarlcaentraining@gmail.com;;605;;nouveau;81245347000021
a05;0142438Z;;ORGANISME FORMATION-CFA;ALTERNANCIA CAEN;26 rue d'Authie;14000;CAEN;;;;605;;nouveau;87772950900019
a06;0150605B;denis.sartain@ccca-btp.fr;CFA BATIMENT TRAVAUX PUBLICS;BTP CFA CANTAL;10 rue Jean Moulin;15500;MASSIAC;0471230069;btpcfa.cantal@ccca-btp.fr;1;600;;present_enquete_sifa;77907872400027
a06;0150640P;veronique.armand@ifpp15.com;CTR DE FORMATION D'APPRENTIS;IFPP CANTAL AUVERGNE;8 rue AGRICOL PERDIGUIER;15017;AURILLAC CEDEX;0471638181;ifpp@net15.FR;1;600;;present_enquete_sifa;78804163000047
a06;0150755P;;CTR FORM PROF PROMO AGRICOLES;AURILLAC;RUE DE SALERS;15001;AURILLAC CEDEX;0471462675;cfppa.aurillac@educagri.fr;;740;;nouveau;19150037000041
a06;0150786Y;scheyvialle@cantal.cci.fr;CHAMBRE DE COMMERCE ET D'INDUS;CANTAL;17 boulevard du Vialenc;15000;AURILLAC;;;;700;APP;nouveau;18150001800039
a06;0150788A;a.raoux@efbpa.fr;ORGANISME FORMATION-CFA;ECOLE CHRISTIAN VABRET;17 avenue du Garric;15000;AURILLAC;;;;605;;nouveau;37890108600017
a06;0150789B;gbelhomme@infa-formation.com;ORGANISME DE FORMATION - CFA;FONDATION INFA;7 avenue Pompidou;15000;AURILLAC;0471484722;fcellarier@infa-formation.com;;605;;nouveau;78574029100816
a13;0160756K;c.valat@cma-charente.fr;CTR DE FORMATION D'APPRENTIS;CHAMBRE METIERS ET ARTISANAT;68 avenue Gambetta;16021;ANGOULEME CEDEX;0545904700;cm16@cma-charente.fr;1;600;;present_enquete_sifa;18160004000024
a13;0160757L;sylvie.geneuvre@cifop.fr;CFA CCIT CHARENTE;CCI CHARENTE FORMATION;ZI 3 boulevard SALVADOR ALLENDE;16340;L ISLE D ESPAGNAC;0545901313;angouleme@ccicharente-formation.fr;1;600;;present_enquete_sifa;13002245200036
d75;0161000A;;MAISON FAMILIALE RURALE;DE JARNAC;12 RUE ERNEST MERLIN;16200;JARNAC;0545353764;mfr.jarnac@mfr.asso.fr;;380;APP;nouveau;33778063900023
d75;0161077J;isabelle.linlaud@educagri.fr;CTR FORMATION APPRENTIS AGRIC;;;16400;LA COURONNE;0545619000;cfa.charente@educagri.fr;1;600;;present_enquete_sifa;19160006300025
a13;0161128P;kbarszczewska@cesi.fr;CTR DE FORMATION D'APPRENTIS;ECOLE INGENIEURS PAR APPRENTIS;40  ROUTE DE LA CROIX DU MILIEU;16400;LA COURONNE;0545670592;hroy@cesi.fr;1;600;;present_enquete_sifa;39051832200016
a13;0161212F;flavien.delage@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BTP CFA CHARENTE;Allée du Chef Luc;16260;CHASSENEUIL SUR BONNIEURE;0545901410;cfabtp.chasseneuil@ccca-btp.fr;1;600;;present_enquete_sifa;30107533900061
a13;0161223T;;ORGANISME FORMATION-CFA;AFT-IFTIM FC AFTRAL PUYMOYEN;5 rue des artisans;16400;PUYMOYEN;0545606790;david.yvon@aftral.com;;605;;nouveau;30540504501668
a13;0171183U;s.augustin@cm-larochelle.fr;CTR DE FORMATION D'APPRENTIS;CHAMBRE METIERS ET ARTISANAT;Rue du Château;17000;LA ROCHELLE;0546004680;contact@cm-larochelle.fr;1;600;;present_enquete_sifa;18170004800026
a13;0171208W;l.dantonny@rochefort.cci.fr;CTR DE FORMATION D'APPRENTIS;CHAMBRE COMMERCE INDUSTRIE;11 rue DE L ORMEAU DE PIED;17103;SAINTES CEDEX;0546972870;accueil@cfa-commerce.fr;1;600;;present_enquete_sifa;18170003000065
a13;0171209X;corinne.grellier@ccca-btp.fr;CTR DE FORMATION D'APPRENTIS;CFA BTP AFOBAT;11 rue DE L ORMEAU DE PIED;17100;SAINTES;0546743722;cfabtp.saintes@ccca-btp.fr;1;600;;present_enquete_sifa;30107533900020
d75;0171318R;;MAISON FAMILIALE RURALE;DE CHEVANCEAUX - FORETS;74 avenue de Paris;17210;CHEVANCEAUX;0546492135;mfr.chevanceaux.foret@mfr.asso.fr;;380;APP;nouveau;78131244200028
d75;0171401F;sophie.pignol@educagri.fr;CTR FORMATION APPRENTIS AGRIC;LA PICHONNERIE;RUE GEORGES DESCLAUDE;17119;SAINTES CEDEX;0546932879;cfa.charente-maritime@educagri.fr;1;600;;present_enquete_sifa;19170087100020
a13;0171427J;;EXCELIA GROUP;LA ROCHELLE;102 RUE DES COUREILLES;17024;LA ROCHELLE CEDEX 1;0546517700;accueil@excelia-group.com;;445;AP1;nouveau;34876850800015
a13;0171435T;;EC ING GENIE SYST IND ROCHELLE;;26 RUE VAUX DE FOLETIER;17041;LA ROCHELLE CEDEX 1;0546458000;etudes@eigsi.fr;;580;AP1;nouveau;35340877600022
a13;0171438W;oricou@cipecma.com;CTR DE FORMATION D'APPRENTIS;CIPECMA;17 avenue du Général de Gaulle;17340;CHATELAILLON PLAGE;0546562311;standard@cipecma.com;1;600;;present_enquete_sifa;78133620100038
a13;0171463Y;;UNIVERSITE LA ROCHELLE;UNIVERSITE LA ROCHELLE;23 avenue Albert Einstein;17031;LA ROCHELLE CEDEX 1;0546459114;;;523;AP1;nouveau;19170032700015
a13;0171465A;compagnonslarochelle@compagnons-du-devoir.com;CTR DE FORMATION D'APPRENTIS;CFA AOCDTF;1 rue THEROIGNE DE MERICOURT;17041;LA ROCHELLE CEDEX 1;0546451711;cfapoitou@compagnons-du-devoir.com;1;600;;present_enquete_sifa;77566202601090
a13;0171503S;;ALTERNANCE SUD ATLANTIQUE;;12 rue DE PAIMPOL;17300;ROCHEFORT;0546871972;;;700;APP;nouveau;41770245300057
a13;0171550T;;ECOLE D'ESTHETIQUE ET DE COIFF;GROUPE SILVYA TERRADE - LA ROC;17 avenue DE MULHOUSE;17000;LA ROCHELLE;0546440319;larochelle@ecole-efce.com;;320;APP;nouveau;50367276800119
d75;0171552V;;MAISON FAMILIALE RURALE;DE L'AUNIS ST GENIS;15 AVENUE DE SAINTES;17240;ST GENIS DE SAINTONGE;0546498462;ireo.st-genis-de-saintonge@mfr.asso.fr;;380;APP;nouveau;78135632400017
d75;0171591M;aude.henry@educagri.fr;CTR FORMATION APPRENTIS AGRIC;DES MEUNERIES ET DES IND.CEREA;Avenue François Mitterrand;17700;SURGERES;0546276930;;1;600;;present_enquete_sifa;19170393300041
a13;0171593P;;INST FORMATION PROF ATLANTIQUE;;Rond-point de la République;17180;PERIGNY;0546505280;contact@ifpatlantique.fr;;700;APP;nouveau;40968888400033
a13;0171603A;;ECOLE TECHNIQUE PRIVEE;ISM ÉCOLE MATILE;Rue NICOLAS DE LARGILLIERE;17000;LA ROCHELLE;0546689148;ism.matile@orange.fr;;320;APP;nouveau;78926103900034
a13;0171640R;;ORGANISME FORMATION-CFA;ADDL FORMATIONS LA ROCHELLE;36 rue Thiers;17000;LA ROCHELLE;0617068691;langue.addl@gmail.com;;605;;nouveau;82250540000025
a13;0171641S;;ALTERNANCE FORMATION;AFC LA ROCHELLE;2 rue Joseph Cugnot;17180;PERIGNY;0546446935;;;440;AP1;nouveau;50776692100021
a18;0180755Y;mafropier@cfa-bourges.fr;CTR DE FORMATION D APPRENTIS;INTERPROF CH MET COM IND;149 rue de Turly;18000;BOURGES;0248235373;cfa@cfa-bourges.fr;1;600;;present_enquete_sifa;30804972500036
a18;0180847Y;nadine.guillaume@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;CFAAD DU CHER;Zone LE SOLLIER;18570;LE SUBDRAY;0248707712;cfa.cher@educagri.fr;1;600;;present_enquete_sifa;19180585200081
a18;0180865T;iguillaume@cher.cci.fr;CTR FORM SUP APPRENTISSAGE;CCI;25 rue Louis Mallet;18000;BOURGES;0248675554;contact@ecole-curien.fr;1;600;;present_enquete_sifa;18180001200021
a22;0190721F;marc.rue@cfa13vents.com;CFA 13 VENTS TULLE;;51 boulevard DE LA LUNADE;19001;TULLE CEDEX;0555207520;secretariat.direction@cfa13vents.com;1;600;;present_enquete_sifa;18190802100023
a22;0190767F;prep.pharm@wanadoo.fr;CTR DE FORMATION D APPRENTIS;PREPARATEURS EN PHARMACIE;8 rue CHATEAUBRIAND;19100;BRIVE LA GAILLARDE;0555233433;prep.pharm@wanadoo.fr;1;600;;present_enquete_sifa;77792654400019
a22;0190788D;;ANTENNE DU GRETA ACADEMIQUE;CORREZE SUD;6 boulevard DE JOUVENEL;19311;BRIVE LA GAILLARDE CEDEX;0555882576;;;710;;nouveau;
a22;0190790F;;ANTENNE DU GRETA ACADEMIQUE;HAUTE CORREZE;28 avenue DE VENTADOUR;19300;EGLETONS;0555930763;;;710;;nouveau;
a22;0190807Z;csfa.limousin@pep19.org;CTR DE FORMATION D APPRENTIS;CTRE SPEC FORMATION APPRENTIS;Impasse LAUTHONIE;19490;STE FORTUNADE;0555272886;csfa.ste.fortunade@wanadoo.fr;1;600;;present_enquete_sifa;77796706800076
d75;0190809B;vanessa.chevailler@educagri.fr;CFA AGRICOLE HENRI QUEUILLE;;ROUTE DE VITRAC;19160;NEUVIC;0555958002;cfa.neuvic@educagri.fr;0;600;;present_non_enquete_sifa;19190087700025
d75;0190810C;cristelle.gounet@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;CFA DE TULLE-NAVES;;19460;NAVES;0555268534;cfa.tulle-naves@educagri.fr;0;600;;present_non_enquete_sifa;19190624700025
d75;0190832B;cfa.brive-voutezac@educagri.fr;LYCEE GEN. TECHNOLO AGRICOLE;CFA AGRICOLE BRIVE OBJAT;23 RUE MURAT;19130;VOUTEZAC;0555252764;cfa.brive-objat@educagri.fr;1;600;;present_enquete_sifa;19190244400022
a22;0190834D;;SILVYA TERRADE SUD OUEST;SILVYA TERRADE SUD-OUEST;22 rue ANDRE DEVAUX;19100;BRIVE LA GAILLARDE;0555245245;jerome.hereil@groupe-terrade.com;;320;APP;nouveau;35180218600020
a22;0190847T;scueille@cfai-limousin.fr;CFAI LIMOUSIN-SITE DE TULLE;;3 rue DU 9 JUIN 1944;19000;TULLE;0555295705;contact@cfai-limousin.fr;1;600;;present_enquete_sifa;38356334300029
a22;0190849V;cfabat.tulle@ccca-btp.fr;CFA BATIMENT TULLE;;61 boulevard DE LA LUNADE;19001;TULLE CEDEX;0555299260;christine.pouget@ccca-btp.fr;1;600;;present_enquete_sifa;33080235600023
a22;0195041B;cnifle@eglefor.com;CENTRE DE FORMATION D'APPRENTI;DES TRAVAUX PUBLICS;26 rue DE BELLEVUE;19300;EGLETONS;0555932488;efiatp@wanadoo.fr;1;600;;present_enquete_sifa;
a22;0195059W;;ORGANISME FORMATION-CFA;INSTITUT DE FORMATION HAUTE-CO;20 boulevard LA JALOUSTRE;19200;USSEL;;;;605;;nouveau;81065555500029
a07;0211181V;a.gille@pharmacie-cfa-dijon.com;C.F.A.;DE LA PHARMACIE;1 AVENUE GENERAL CANZIO;21240;TALANT;0380539350;cfa21@resopharma.fr;1;600;;present_enquete_sifa;77821304100024
a07;0211431S;sylvie.mairey@ccca-btp.fr;BATIMENT CFA;COTE D'OR;48  RUE FORT LA MOTTE GIRON;21014;DIJON CEDEX;0380412445;cfabtp.dijon@ccca-btp.fr;1;600;;present_enquete_sifa;77864848500044
a07;0211479U;soniamonterisi@ecoledesmetiers.fr;ECOLE DES METIERS DIJON METROP;LA NOUE;1 chemin de la Noue;21602;LONGVIC CEDEX;0380684880;contact@cfalanoue.com;1;600;;present_enquete_sifa;32886010100018
a07;0211531A;;MAISON FAMILIALE RURALE;DE LIERNAIS;;21430;LIERNAIS;0380844160;;;380;APP;nouveau;33465213800010
a07;0211799S;muriel.girard@educagri.fr;CFA QUÉTIGNY PLOMBIÈRES LES D;OLIVIER DE SERRES;21 BOULEVARD OLIVIER DE SERRES;21800;QUETIGNY;0380718030;cfa.dijon-quetigny@educagri.fr;1;600;;present_enquete_sifa;19211135900019
a07;0211800T;isabelle.theophile@educagri.fr;CFA;VITICOLE;16 AVENUE CHARLES JAFFELIN;21206;BEAUNE CEDEX;0380249228;cfa.beaune@educagri.fr;1;600;;present_enquete_sifa;19210036000010
a07;0211836G;;ECOLE SECONDAIRE PROF.PRIVEE;FUTURA;10 rue DU TIRE PESSEAU;21000;DIJON;0380711400;futura21@wanadoo.fr;;306;APP;nouveau;33402714100020
a07;0211948D;sylvie.nicolas@aftral.com;CFA TRANSPORT ET LOGISTIQUE;AFTRAL;17  RUE INGENIEUR BERTIN;21600;LONGVIC;0380631920;dijon@aftral.com;1;600;;present_enquete_sifa;30540504500520
a07;0211999J;p.vircondelet@free.fr;CFA;CERAMIQUE BOURGOGNE;5 rue DE LAUBENHEIM;21110;LONGCHAMP;0380377536;pvircondelet@free.fr;0;600;;present_non_enquete_sifa;48395355000025
a07;0212000K;k.saunois@compagnons-du-devoir.com;CFA REGIONAL;COMPAGNONS DEVOIR TOUR DE F.;1  RUE JEAN MAZEN;21000;DIJON;0380677593;compagnonsdijon@compagnons-du-devoir.com;1;600;;present_enquete_sifa;
a07;0212052S;sbformation@groupe-sb.org;CFA;SAINT BENIGNE;9  AVENUE JEAN BERTIN;21000;DIJON;0380701232;cfa-stbenigne@groupe-sb.org;1;600;;present_enquete_sifa;
a07;0212057X;odile.berthelemot@mfr.asso.fr;CFA.A.;DES MFR DE BOURGOGNE;60 avenue G AVENUE DU 14 JUILLET;21300;CHENOVE;0380540464;cfa.mfr-bourgogne@mfr.asso.fr;1;600;;present_enquete_sifa;
a07;0212096P;abouleret@fntp.fr;CFA;DES TRAVAUX PUBLICS;3  RUE RENE CHAR;21000;DIJON;0380419321;cfatp.bourgogne@fntp.fr;1;600;;present_enquete_sifa;
a07;0212109D;laureen.seibert@stjodijon.com;CFA;SAINT JOSEPH;39  RUE DU TRANSVAAL;21000;DIJON;0380592014;cfc-cfa@stjodijon.com;1;600;;present_enquete_sifa;
a07;0212114J;agissat@groupearcades.fr;CFA;LES ARCADES;13  RUE DU VIEUX COLLÈGE;21000;DIJON;0380661213;centre-formation@groupearcades.fr;1;600;;present_enquete_sifa;
a07;0212115K;c.chevauchet@ifria-bfc.fr;CFA;IFRIA;4  BOULEVARD DOCTEUR JEAN VEILLE;21065;DIJON CEDEX;0380702731;ifria@bourgogne.cci.fr;1;600;;present_enquete_sifa;42412236400021
a07;0212183J;blecomte-selforme@cfa-sport.fr;CTR DE FORMATION D APPRENTIS;DU SPORT;19 avenue Albert Camus;21000;DIJON;0380740888;gerard.delangle@cfa-sport.fr;1;600;;present_enquete_sifa;
a07;0212188P;;ECOLE 2D DEGRE PROF.PRIVEE;EISEC;2 rue DU DAUPHINE;21121;FONTAINE LES DIJON;0380667008;contact@eisec.fr;;320;APP;nouveau;48833506800026
a07;0212191T;;GRETA 21;LPO HIPPOLYTE FONTAINE;20 boulevard Voltaire;21033;DIJON CEDEX;;ce.greta21@ac-dijon.fr;;710;;nouveau;19210018800031
