"id_libelle_diplome";"formation_diplome";"libelle_diplome";"abreviation_diplome";"libelle_long";"niveau";"fm";"archive"
"161";"13512605";"MASTER PRO HISTOIRE CIVILISATIONS PATRIMOINE";"MASTER PRO";"HISTOIRE, CIVILISATIONS, PATRIMOINE (MASTER)";"1";"0";"0"
"162";"13512606";"MASTER PRO HISTOIRE";"MASTER PRO";"HISTOIRE (MASTER)";"1";"0";"0"
"163";"13512607";"MASTER PRO ARCHEOLOGIE SC PR L'ARCHEOLOGIE";"MASTER PRO";"ARCHEOLOGIE, SCIENCES POUR L'ARCHEOLOGIE (MASTER)";"1";"0";"1"
"164";"13512807";"MASTER PRO DROIT EUROPEEN";"MASTER PRO";"DROIT EUROPEEN (MASTER)";"1";"0";"1"
"165";"13512808";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER CERGY)";"1";"0";"1"
"166";"1351280A";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT DES AFFAIRES (MASTER BESANCON)";"1";"0";"1"
"167";"1351280B";"MASTER PRO DROIT DES COLLECTIVITES TERRITORI";"MASTER PRO";"DROIT DES COLLECTIVITES TERRITORIALES (MASTER CORSE)";"1";"0";"1"
"168";"1351280C";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT DES AFFAIRES (MASTER TOULOUSE 1)";"1";"0";"1"
"169";"1351280D";"MASTER PRO DROIT DE L'ENTREPRISE";"MASTER PRO";"DROIT DE L'ENTREPRISE (MASTER TOURS)";"1";"0";"1"
"170";"1351280E";"MASTER PRO DROIT ENVIRONNEMENT ET URBANISME";"MASTER PRO";"DROIT DE L'ENVIRONNEMENT ET DE L'URBANISME (MASTER TOURS)";"1";"0";"1"
"171";"1351280F";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER TOURS)";"1";"0";"1"
"172";"1351280G";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER ORLEANS)";"1";"0";"1"
"173";"1351280H";"MASTER PRO JUSTICE, PROCES ET PROCEDURES";"MASTER PRO";"JUSTICE, PROCES ET PROCEDURES (MASTER TOURS)";"1";"0";"0"
"174";"1351280J";"MASTER PRO DROIT";"MASTER PRO";"DROIT (MASTER MULHOUSE)";"1";"0";"1"
"175";"1351280K";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT DES AFFAIRES (MASTER STRASBOURG)";"1";"0";"1"
"176";"1351280L";"MASTER PRO DROIT DE L'ENTREPRISE";"MASTER PRO";"DROIT DE L'ENTREPRISE (MASTER MONTPELLIER)";"1";"0";"1"
"177";"1351280M";"MASTER PRO DROIT DES COLLECTIVITES TERRITORI";"MASTER PRO";"DROIT DES COLLECTIVITES TERRITORIALES (MASTER)";"1";"0";"1"
"178";"1351280N";"MASTER PRO JUSTICE, PROCES ET PROCEDURES";"MASTER PRO";"JUSTICE, PROCES ET PROCEDURES (MASTER)";"1";"0";"0"
"179";"1351280P";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER CLERMONT AUVERGNE)";"1";"0";"1"
"180";"1351280Q";"MASTER PRO DROIT NOTARIAL";"MASTER PRO";"DROIT NOTARIAL (MASTER)";"1";"0";"1"
"181";"13512810";"MASTER PRO DROIT ENTREP SANTE";"MASTER PRO";"DROIT DE LA SANTE (MASTER MONTPELLIER)";"1";"0";"1"
"182";"1351281A";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT DES AFFAIRES (MASTER AIX MARSEILLE)";"1";"0";"1"
"183";"1351281B";"MASTER PRO DROIT PRIVE";"MASTER PRO";"DROIT PRIVE (MASTER COMUE COTE D'AZUR)";"1";"0";"1"
"184";"1351281C";"MASTER PRO DROIT DU NUMERIQUE";"MASTER PRO";"DROIT DU NUMERIQUE (MASTER)";"1";"0";"1"
"185";"1351281E";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT DES AFFAIRES (MASTER LORRAINE)";"1";"0";"1"
"186";"1351281F";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER BORDEAUX)";"1";"0";"1"
"187";"1351281G";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER PAU)";"1";"0";"1"
"188";"1351281H";"MASTER PRO DROIT DE L'ENTREPRISE";"MASTER PRO";"DROIT DE L'ENTREPRISE (MASTER BESANCON)";"1";"0";"1"
"189";"1351281J";"MASTER PRO DROIT DE L'ENTREPRISE";"MASTER PRO";"DROIT DE L'ENTREPRISE (MASTER)";"1";"0";"1"
"190";"1351281K";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER)";"1";"0";"1"
"191";"1351281L";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT DES AFFAIRES (MASTER)";"1";"0";"1"
"192";"1351281M";"MASTER PRO DROIT PRIVE";"MASTER PRO";"DROIT PRIVE (MASTER)";"1";"0";"1"
"193";"1351281N";"MASTER PRO DROIT";"MASTER PRO";"DROIT (MASTER)";"1";"0";"1"
"194";"1351281P";"MASTER PRO DROIT SOCIAL";"MASTER PRO";"DROIT SOCIAL (MASTER)";"1";"0";"1"
"195";"1351281R";"MASTER PRO DROIT DES ASSURANCES";"MASTER PRO";"DROIT DES ASSURANCES (MASTER)";"1";"0";"1"
"196";"1351281S";"MASTER PRO DROIT BANCAIRE ET FINANCIER";"MASTER PRO";"DROIT BANCAIRE ET FINANCIER (MASTER)";"1";"0";"1"
"197";"1351281T";"MASTER PRO DROIT DE L'IMMOBILIER";"MASTER PRO";"DROIT DE L'IMMOBILIER (MASTER)";"1";"0";"1"
"198";"1351281U";"MASTER PRO DROIT DU PATRIMOINE";"MASTER PRO";"DROIT DU PATRIMOINE (MASTER)";"1";"0";"1"
"199";"1351281W";"MASTER PRO DROIT FISCAL";"MASTER PRO";"DROIT FISCAL (MASTER)";"1";"0";"1"
"200";"1351281X";"MASTER PRO DROIT PUBLIC DES AFFAIRES";"MASTER PRO";"DROIT PUBLIC DES AFFAIRES (MASTER)";"1";"0";"1"
"201";"1351281Y";"MASTER PRO DROIT DE LA SANTE";"MASTER PRO";"DROIT DE LA SANTE (MASTER)";"1";"0";"1"
"202";"1351281Z";"MASTER PRO DROIT ENVIRONNEMENT ET URBANISME";"MASTER PRO";"DROIT DE L'ENVIRONNEMENT ET DE L'URBANISME (MASTER)";"1";"0";"1"
"203";"13512823";"MASTER PRO DROIT SOCIAL";"MASTER PRO";"DROIT SOCIAL (MASTER ORLEANS)";"1";"0";"1"
"204";"13512826";"MASTER PRO DROIT DES ASSURANCES";"MASTER PRO";"DROIT DES ASSURANCES (MASTER LA ROCHELLE)";"1";"0";"1"
"205";"13512828";"MASTER PRO SROIT ADMINISTRATIF";"MASTER PRO";"DROIT ADMINISTRATIF (MASTER VERSAILLES)";"1";"0";"1"
"206";"1351282A";"MASTER PRO SCIENCE POLITIQUE";"MASTER PRO";"SCIENCE POLITIQUE (MASTER)";"1";"0";"0"
"207";"13512835";"MASTER PRO DROIT SOCIAL";"MASTER PRO";"DROIT SOCIAL (MASTER TOULOUSE 1)";"1";"0";"1"
"208";"13512836";"MASTER PRO SC ORGANISATIONS DROIT";"MASTER PRO";"SCIENCES DES ORGANISATIONS (DROIT, ECONOMIE, GESTION, SCIENCES SOCIALES) : DROIT (MASTER DAUPHINE)";"1";"0";"0"
"209";"13512837";"MASTER PRO DROIT INTERNATIONAL";"MASTER PRO";"DROIT INTERNATIONAL (MASTER GRENOBLE ALPES)";"1";"0";"1"
"210";"13512838";"MASTER PRO DROIT PUBLIC DES AFFAIRES";"MASTER PRO";"DROIT PUBLIC DES AFFAIRES (MASTER POITIERS)";"1";"0";"1"
"211";"13512845";"MASTER PRO DROIT DU PATRIMOINE";"MASTER PRO";"DROIT DU PATRIMOINE (MASTER AMIENS)";"1";"0";"1"
"212";"13512856";"MASTER PRO DROIT SOCIAL";"MASTER PRO";"DROIT SOCIAL (MASTER NANTES)";"1";"0";"1"
"213";"13512859";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER AIX MARSEILLE)";"1";"0";"1"
"214";"13512861";"MASTER PRO FINANCES PUBLIQUES";"MASTER PRO";"FINANCES PUBLIQUES (MASTER MONTPELLIER)";"1";"0";"1"
"215";"13512869";"MASTER PRO DROIT PRIVE";"MASTER PRO";"DROIT, ECONOMIE, GESTION : DROIT PRIVE (MASTER CERGY)";"1";"0";"1"
"216";"13512870";"MASTER PRO DROIT SOCIAL";"MASTER PRO";"DROIT SOCIAL (MASTER STRASBOURG)";"1";"0";"1"
"217";"13512873";"MASTER PRO DROIT SOCIAL";"MASTER PRO";"DROIT SOCIAL (MASTER PARIS SACLAY)";"1";"0";"1"
"218";"13512877";"MASTER PRO DROIT DU PATRIMOINE";"MASTER PRO";"DROIT, ECONOMIE, GESTION : DROIT DU PATRIMOINE (MASTER MONTPELLIER)";"1";"0";"1"
"219";"13512878";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT, ECONOMIE, GESTION : DROIT DES AFFAIRES (MASTER PARIS SACLAY)";"1";"0";"1"
"220";"13512879";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER REIMS)";"1";"0";"1"
"221";"13512881";"MASTER PRO DROIT SOCIAL";"MASTER PRO";"DROIT SOCIAL (MASTER LYON 2)";"1";"0";"1"
"222";"13512884";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT DES AFFAIRES (MASTER POITIERS)";"1";"0";"1"
"223";"13512885";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT, ECONOMIE, GESTION : DROIT DES AFFAIRES (MASTER SAINT ETIENNE)";"1";"0";"1"
"224";"13512886";"MASTER PRO DROIT PUBLIC DES AFFAIRES";"MASTER PRO";"DROIT PUBLIC DES AFFAIRES (MASTER MONTPELLIER)";"1";"0";"1"
"225";"13512887";"MASTER PRO SCIENCE POLITIQUE";"MASTER PRO";"SCIENCE POLITIQUE (MASTER MONTPELLIER)";"1";"0";"0"
"226";"13512888";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER CHAMBERY)";"1";"0";"1"
"227";"13512893";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER PARIS SACLAY)";"1";"0";"1"
"228";"13512894";"MASTER PRO DROIT PRIVE";"MASTER PRO";"DROIT PRIVE (MASTER CLERMONT AUVERGNE)";"1";"0";"1"
"229";"13512895";"MASTER PRO RELATIONS INTERNATIONALES";"MASTER PRO";"RELATIONS INTERNATIONALES (MASTER AIX MARSEILLE)";"1";"0";"0"
"230";"13512897";"MASTER PRO DROIT DES AFFAIRES";"MASTER PRO";"DROIT DES AFFAIRES (MASTER DIJON)";"1";"0";"1"
"231";"13512898";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER DIJON)";"1";"0";"1"
"232";"13512899";"MASTER PRO DROIT PUBLIC";"MASTER PRO";"DROIT PUBLIC (MASTER LORRAINE)";"1";"0";"1"
"233";"13512999";"MASTER PRO SCIENCES HUMAINES ET DROIT";"MASTER PRO";"SCIENCES HUMAINES ET DROIT (MASTER PRO)";"1";"0";"0"
"234";"13513004";"MASTER PRO DIRECTION PROJETS ETAB CULTURELS";"MASTER PRO";"DIRECTION DE PROJETS OU ETABLISSEMENTS CULTURELS (MASTER BORDEAUX 3)";"1";"0";"1"
"235";"13513005";"MASTER PRO ARTS LETTRES CIVILISATIONS";"MASTER PRO";"ARTS, LETTRES ET CIVILISATIONS (MASTER)";"1";"0";"1"
"236";"13513006";"MASTER PRO LETTRES ET HUMANITES";"MASTER PRO";"LETTRES ET HUMANITES (MASTER)";"1";"0";"0"
"237";"13513007";"MASTER PRO LETTRES";"MASTER PRO";"LETTRES (MASTER)";"1";"0";"0"
"238";"13513301";"MASTER PRO MUSICOLOGIE";"MASTER PRO";"MUSICOLOGIE (MASTER COMUE SACLAY)";"1";"0";"0"
"239";"13513303";"MASTER PRO THEATRE";"MASTER PRO";"THEATRE (MASTER)";"1";"0";"1"
"240";"13513310";"MAST ENS MET ENSEIGNEMENT EDUCAT FORMATION";"MAST ENS";"METIERS DE L'ENSEIGNEMENT, DE L'EDUCATION ET DE LA FORMATION (MEEF), ENCADREMENT EDUCATIF";"1";"0";"0"
"241";"13513401";"MASTER PRO CREATION NUMERIQUE";"MASTER PRO";"CREATION NUMERIQUE (MASTER TOULON)";"1";"0";"1"
"242";"13513402";"MASTER PRO DESIGN";"MASTER PRO";"DESIGN (MASTER)";"1";"0";"1"
"243";"13513403";"MASTER PRO INDUSTRIES CULTURELLES";"MASTER PRO";"INDUSTRIES CULTURELLES (MASTER)";"1";"0";"0"
"244";"13513604";"MASTER PRO LANGUES ET SOCIETES";"MASTER PRO";"LANGUES ET SOCIETES (MASTER)";"1";"0";"0"
"245";"13513608";"MASTER PRO LANGUES ETRANGERES APPLIQUEES";"MASTER PRO";"LANGUES ETRANGERES APPLIQUEES (MASTER MARNE LA VALLEE)";"1";"0";"0"
"246";"13513610";"MASTER PRO TRADUCTION ET INTERPRETATION";"MASTER PRO";"TRADUCTION ET INTERPRETATION (MASTER STRASBOURG)";"1";"0";"1"
"247";"13513614";"MASTER PRO LANGUES ETRANGERES APPLIQUEES";"MASTER PRO";"LANGUES ETRANGERES APPLIQUEES (MASTER LA ROCHELLE)";"1";"0";"0"
"248";"13513615";"MASTER PRO LANGUES ETRANGERES APPLIQUEES";"MASTER PRO";"LANGUES ETRANGERES APPLIQUEES ( MASTER LILLE 3)";"1";"0";"0"
"249";"13513616";"MASTER PRO LANGUES ETRANGERES APPLIQUEES";"MASTER PRO";"LANGUES ETRANGERES APPLIQUEES (MASTER DIJON)";"1";"0";"0"
"250";"13513617";"MASTER PRO LANGUES ETRANGERES APPLIQUEES";"MASTER PRO";"LANGUES ETRANGERES APPLIQUEES (MASTER GRENOBLE ALPES)";"1";"0";"0"
"251";"13513618";"MASTER PRO LANGUES ETRANGERES APPLIQUEES";"MASTER PRO";"LANGUES ETRANGERES APPLIQUEES (MASTER PARIS 12)";"1";"0";"0"
"252";"13513619";"MASTER PRO LANGUES LITT CIVIL ETRANG ET REG";"MASTER PRO";"LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES ET REGIONALES (MASTER)";"1";"0";"0"
"253";"13513620";"MASTER PRO LANGUES ETRANGERES APPLIQUEES";"MASTER PRO";"LANGUES ETRANGERES APPLIQUEES (MASTER ORLEANS)";"1";"0";"0"
"254";"13513621";"MASTER PRO TRADUCTION ET INTERPRETATION";"MASTER PRO";"TRADUCTION ET INTERPRETATION (MASTER)";"1";"0";"1"
"255";"13513622";"MASTER PRO LANGUES ETRANGERES APPLIQUEES";"MASTER PRO";"LANGUES ETRANGERES APPLIQUEES (MASTER CLERMONT AUVERGNE)";"1";"0";"0"
"256";"13513623";"MASTER PRO LANGUES ETRANGERES APPLIQUEES";"MASTER PRO";"LANGUES ETRANGERES APPLIQUEES (MASTER)";"1";"0";"0"
"257";"13513999";"MASTER PRO LETTRES ET ARTS";"MASTER PRO";"LETTRES ET ARTS (MASTER PRO)";"1";"0";"0"
"258";"13520001";"MASTER PRO INSTRUMENTATION MESURE METROLOGIE";"MASTER PRO";"INSTRUMENTATION, MESURE, METROLOGIE (MASTER)";"1";"0";"0"
"259";"13520010";"MASTER PRO GENIE DES PROCD ET DES BIO-PROCD";"MASTER PRO";"GENIE DES PROCEDES ET DES BIO-PROCEDES (MASTER LORRAINE)";"1";"0";"1"
"260";"13520011";"MASTER PRO GENIE INDUSTRIEL";"MASTER PRO";"GENIE INDUSTRIEL (MASTER AMIENS)";"1";"0";"1"
"261";"13520013";"MASTER PRO GENIE INDUSTRIEL";"MASTER PRO";"GENIE INDUSTRIEL (MASTER STRASBOURG)";"1";"0";"1"
"262";"13520014";"MASTER PRO ENERGIE";"MASTER PRO";"ENERGIE (MASTER PERPIGNAN)";"1";"0";"1"
"263";"13520015";"MASTER PRO ELECTRONIQUE ENERJ ELECTRIQ AUTOM";"MASTER PRO";"ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE (MASTER REIMS)";"1";"0";"1"
"264";"13520019";"MASTER PRO INGENIERIE NUCLAIRE";"MASTER PRO";"INGENIERIE NUCLAIRE (MASTER)";"1";"0";"0"
"265";"13520021";"MASTER PRO DESIGN";"MASTER PRO";"DESIGN (MASTER BORDEAUX 3)";"1";"0";"1"
"266";"13520022";"MASTER PRO INGENIERIE ET CONCEPTION";"MASTER PRO";"INGENIERIE DE CONCEPTION (MASTER)";"1";"0";"0"
"267";"13520023";"MASTER PRO INGENIERIE DES SYSTEMES COMPLEXES";"MASTER PRO";"INGENIERIE DES SYSTEMES COMPLEXES (MASTER NANTES)";"1";"0";"0"
"268";"13520024";"MASTER PRO INGENIERIE DES SYSTEMES COMPLEXES";"MASTER PRO";"INGENIERIE DES SYSTEMES COMPLEXES (MASTER)";"1";"0";"0"
"269";"13520025";"MASTER PRO GENIE INDUSTRIEL";"MASTER PRO";"GENIE INDUSTRIEL (MASTER)";"1";"0";"1"
"270";"13520026";"MASTER PRO QUALITE HYGIENE SECURITE";"MASTER PRO";"QUALITE, HYGIENE, SECURITE (MASTER)";"1";"0";"0"
"271";"13520103";"MASTER PRO ELECTRONIQ ENERJ ELECTR AUTOMATIQ";"MASTER PRO";"ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE (MASTER GRENOBLE ALPES)";"1";"0";"1"
"272";"13520104";"MASTER PRO INGENIERIE SYSTM COMPLEXES";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE DES SYSTEMES COMPLEXES (MASTER BORDEAUX)";"1";"0";"1"
"273";"13520106";"MASTER PRO INGENIERIE DES SYSTEMES COMPLEXES";"MASTER PRO";"INGENIERIE DES SYSTEMES COMPLEXES (MASTER LORRAINE)";"1";"0";"0"
"274";"13520999";"MASTER PRO SPE.PLURI-TECHNO DE PRODUCTION";"MASTER PRO";"SPECIALITES PLURI-TECHNO DE PRODUCTION (MASTER PRO)";"1";"0";"1"
"275";"13521002";"MASTER PRO BIOLOGIE AGROSCIENCES";"MASTER PRO";"BIOLOGIE, AGROSCIENCES (MASTER TOURS)";"1";"0";"1"
"276";"13521003";"MASTER PRO SC TECH AGRI ALIMENT ENVIRONT";"MASTER PRO";"SCIENCES ET TECHNOLOGIES DE L'AGRICULTURE, DE L'ALIMENTATION ET DE L'ENVIRONNEMENT (MASTER CORSE)";"1";"0";"0"
"277";"13521004";"MASTER PRO BIOLOGIE AGROSCIENCES";"MASTER PRO";"BIOLOGIE, AGROSCIENCES (MASTER)";"1";"0";"1"
"278";"13521303";"MASTER PRO AGROSC ENVIR TERRIT PAYSAGE FORET";"MASTER PRO";"AGROSCIENCES, ENVIRONNEMENT, PAYSAGE, FORET (MASTER ORLEANS)";"1";"0";"1"
"279";"13521999";"MASTER PRO AGRICULTURE, PECHE, FORET";"MASTER PRO";"AGRICULT. PECHE FORET ET ESPACES VERTS (MASTER PRO)";"1";"0";"1"
"280";"13522003";"MASTER PRO CHIMIE ET SCIENCES DES MATERIAUX";"MASTER PRO";"CHIMIE ET SCIENCES DES MATERIAUX (MASTER TOURS)";"1";"0";"1"
"281";"13522006";"MASTER PRO GENIE PROCD ET BIOPROCD";"MASTER PRO";"GENIE DES PROCEDES ET DES BIOPROCEDES (MASTER)";"1";"0";"1"
"282";"13522007";"MASTER PRO CHIMIE ET SC DES MATERIAUX";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE ET SCIENCES DES MATERIAUX (MASTER LYON 1)";"1";"0";"1"
"283";"13522008";"MASTER PRO CHIMIE ET SC DES MATERIAUX";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE ET SCIENCES DES MATERIAUX (MASTER SAINT ETIENNE)";"1";"0";"1"
"284";"13522009";"MASTER PRO SCIENCES GENIE DES MATERIAUX";"MASTER PRO";"SCIENCES ET GENIE DES MATERIAUX (MASTER COMUE COTE D'AZUR)";"1";"0";"0"
"285";"13522010";"MASTER PRO SCIENCES GENIE DES MATERIAUX";"MASTER PRO";"SCIENCES ET GENIE DES MATERIAUX (MASTER LA ROCHELLE)";"1";"0";"0"
"286";"13522011";"MASTER PRO SCIENCES GENIE DES MATERIAUX";"MASTER PRO";"SCIENCES ET GENIE DES MATERIAUX (MASTER PAU)";"1";"0";"0"
"287";"13522012";"MASTER PRO CHIMIE ET SC DES MATERIAUX";"MASTER PRO";"CHIMIE ET SCIENCES DES MATERIAUX (MASTER)";"1";"0";"1"
"288";"13522013";"MASTER PRO SCIENCES GENIE DES MATERIAUX";"MASTER PRO";"SCIENCES ET GENIE DES MATERIAUX (MASTER)";"1";"0";"0"
"289";"13522101";"MASTER PRO NUTRITION SCIENCES DES ALIMENTS";"MASTER PRO";"NUTRITION ET SCIENCES DES ALIMENTS (MASTER BESANCON)";"1";"0";"0"
"290";"13522103";"MASTER PRO NUTRITION SCIENCES DES ALIMENTS";"MASTER PRO";"NUTRITION ET SCIENCES DES ALIMENTS (MASTER VALENCIENNES)";"1";"0";"0"
"291";"13522104";"MASTER PRO BIOLOGIE AGROSCIENCES";"MASTER PRO";"BIOLOGIE, AGROSCIENCES (MASTER BORDEAUX)";"1";"0";"1"
"292";"13522108";"MASTER PRO NUTRITION SCIENCES DES ALIMENTS";"MASTER PRO";"NUTRITION ET SCIENCES DES ALIMENTS (MASTER LORRAINE)";"1";"0";"0"
"293";"13522109";"MASTER PRO NUTRITION SCIENCES DES ALIMENTS";"MASTER PRO";"NUTRITION ET SCIENCES DES ALIMENTS (MASTER)";"1";"0";"0"
"294";"13522206";"MASTER PRO BIOLOGIE";"MASTER PRO";"BIOLOGIE (MASTER GRENOBLE ALPES)";"1";"0";"1"
"295";"13522213";"MASTER PRO SCIENCES DU MEDICAMENT";"MASTER PRO";"SCIENCES DU MEDICAMENT (MASTER BORDEAUX)";"1";"0";"0"
"296";"13522215";"MASTER PRO SCIENCES DU MEDICAMENT";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DU MEDICAMENT (MASTER MONTPELLIER)";"1";"0";"1"
"297";"13522220";"MASTER PRO SCIENCES DU MEDICAMENT";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DU MEDICAMENT (MASTER PARIS SACLAY)";"1";"0";"1"
"298";"13522221";"MASTER PRO CHIMIE";"MASTER PRO";"CHIMIE (MASTER MONTPELLIER)";"1";"0";"1"
"299";"13522223";"MASTER PRO CHIMIE SCIENCES DU VIVANT";"MASTER PRO";"CHIMIE ET SCIENCES DU VIVANT (MASTER )";"1";"0";"1"
"300";"13522225";"MASTER PRO CHIMIE MOLECULAIRE";"MASTER PRO";"CHIMIE MOLECULAIRE (MASTER ORLEANS)";"1";"0";"1"
"301";"13522226";"MASTER PRO SCIENCES DU MEDICAMENT";"MASTER PRO";"SCIENCES DU MEDICAMENT (MASTER STRASBOURG)";"1";"0";"0"
"302";"13522227";"MASTER PRO SCIENCES DU MEDICAMENT";"MASTER PRO";"SCIENCES DU MEDICAMENT (MASTER)";"1";"0";"0"
"303";"13522228";"MASTER PRO SCIENCES DU MEDICAMENT";"MASTER PRO";"SCIENCES DU MEDICAMENT (MASTER PARIS 5)";"1";"0";"0"
"304";"13522501";"MASTER PRO CHIMIE";"MASTER PRO";"CHIMIE (MASTER DIJON)";"1";"0";"1"
"305";"13522701";"MASTER PRO PHYSIQ APPLIQUEE INGENIER PHYSIQ";"MASTER PRO";"PHYSIQUE APPLIQUEE ET INGENIERIE PHYSIQUE (MASTER CORSE)";"1";"0";"0"
"306";"13522703";"MASTER PRO ENERGIE";"MASTER PRO";"ENERGIE (MASTER)";"1";"0";"1"
"307";"13522999";"MASTER PRO TRANSFORMATIONS";"MASTER PRO";"TRANSFORMATIONS (MASTER PRO)";"1";"0";"1"
"308";"13523004";"MASTER PRO GEOGRAPHIE AMENAGEMENT ENV DEVPT";"MASTER PRO";"GEOGRAPHIE, AMENAGEMENT, ENVIRONNEMENT ET DEVELOPPEMENT (MASTER GRENOBLE ALPES)";"1";"0";"1"
"309";"13523011";"MASTER PRO GENIE CIVIL";"MASTER PRO";"GENIE CIVIL (MASTER LIMOGES)";"1";"0";"1"
"310";"13523012";"MASTER PRO GENIE CIVIL";"MASTER PRO";"GENIE CIVIL (MASTER LORRAINE)";"1";"0";"1"
"311";"13523013";"MASTER PRO GENIE CIVIL";"MASTER PRO";"GENIE CIVIL (MASTER)";"1";"0";"1"
"312";"13523999";"MASTER PRO GENIE CIVIL CONSTRUCTION ET BOIS";"MASTER PRO";"GENIE CIVIL CONSTRUCTION ET BOIS (MASTER PRO)";"1";"0";"1"
"313";"13524999";"MASTER PRO MATERIAUX SOUPLES";"MASTER PRO";"MATERIAUX SOUPLES (MASTER PRO)";"1";"0";"0"
"314";"13525004";"MASTER PRO PHYSIQ APPLIQUEE INGENIER PHYSIQ";"MASTER PRO";"PHYSIQUE APPLIQUEE ET INGENIERIE PHYSIQUE (MASTER STRASBOURG)";"1";"0";"0"
"315";"13525005";"MASTER PRO MECANIQUE";"MASTER PRO";"MECANIQUE (MASTER BORDEAUX)";"1";"0";"0"
"316";"13525006";"MASTER PRO MECANIQUE";"MASTER PRO";"MECANIQUE (MASTER LYON 1)";"1";"0";"0"
"317";"13525007";"MASTER PRO MECANIQUE";"MASTER PRO";"MECANIQUE (MASTER)";"1";"0";"0"
"318";"13525105";"MASTER PRO GENIE MECANIQUE";"MASTER PRO";"GENIE MECANIQUE (MASTER EVRY)";"1";"0";"1"
"319";"13525106";"MASTER PRO MECANIQUE";"MASTER PRO";"MECANIQUE (MASTER GRENOBLE ALPES)";"1";"0";"0"
"320";"13525107";"MASTER PRO GENIE MECANIQUE";"MASTER PRO";"GENIE MECANIQUE (MASTER)";"1";"0";"1"
"321";"13525305";"MASTER PRO GENIE MECANIQUE";"MASTER PRO";"GENIE MECANIQUE (MASTER TOULOUSE 3)";"1";"0";"1"
"322";"13525306";"MASTER PRO MAINTENANCE AERONAUTIQUE";"MASTER PRO";"MAINTENANCE AERONAUTIQUE (MASTER)";"1";"0";"0"
"323";"13525502";"MASTER PRO ELECTRONIQUE ENERJ ELECTRIQ AUTOM";"MASTER PRO";"ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE (MASTER AMIENS)";"1";"0";"1"
"324";"13525503";"MASTER PRO ELECTRONIQ ENERJ ELECTRIQ AUTOMTI";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE (MASTER CERGY)";"1";"0";"1"
"325";"13525506";"MASTER PRO ELECTRON ENERJ ELECTRIQ AUTOMATIQ";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE (MASTER MARNE LA VALLEE)";"1";"0";"1"
"326";"13525514";"MASTER PRO ELECTRONIQUE ENERJ ELECTRIQ AUTOM";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE (MASTER PARIS SACLAY)";"1";"0";"1"
"327";"13525515";"MASTER PRO ELECTRONIQUE ENERJ ELECTRIQ AUTOM";"MASTER PRO";"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE (MASTER TOULOUSE 3)";"1";"0";"1"
